33,Id_33,Nc1nc2c(s1)cc(cc2)OC(F)(F)F
34,Id_34,c1scc(n1)c1nc2c([nH]1)cccc2
35,Id_35,CN(C(=S)SSC(=S)N(C)C)C
36,Id_36,CCC1C(=NN=C(c2c1cc(OC)c(c2)OC)c1ccc(c(c1)OC)OC)C
37,Id_37,COc1cc(ccc1OC(F)F)c1ccc(=O)[nH]n1
38,Id_38,c1ccc2c(c1)c1cc3ccc4c(c3cc1cc2)cccc4
39,Id_39,CC(=O)Nc1ccc2-c3c(Cc2c1)cccc3
40,Id_40,Cc1cccc(c1)N=Nc1ccc(cc1)N(C)C
41,Id_41,ClCCN(CCCl)C.Cl
42,Id_42,c1ccc2c(c1)cc1c(c2)ccc2c1cccc2
43,Id_43,O=CN1c2cc(OC)c(cc2[C@]23[C@@H]1[C@@](O)(C(=O)OC)[C@H](OC(=O)C)[C@]1([C@@H]3N(CC2)CC=C1)CC)[C@]1(C[C@@H]2CN(CCc3c1[nH]c1c3cccc1)C[C@](C2)(O)CC)C(=O)OC
44,Id_44,Nc1ccc(cc1)N=Nc1ccccc1
45,Id_45,CN(c1ccc(cc1)N=Nc1ccccc1)C
46,Id_46,COc1c(OC)cc2c(-c3ccc(c(=O)cc3[C@H](CC2)NC(=O)C)OC)c1OC
47,Id_47,Cc1ccc2c(n1)c(O)c(cc2Cl)Cl
48,Id_48,O=C1c2ccccc2C(=O)c2c1ccc(c2N)C
49,Id_49,O=C1C(c2ccc3c(n2)cccc3)C(=O)c2c1cccc2
50,Id_50,CCc1ccc2c(c1)C(=O)c1c(C2=O)cccc1
51,Id_51,Cc1ccc2c(c1)C(=O)c1c(C2=O)cccc1
52,Id_52,O=c1cc(C)c2c(o1)cc(cc2)N(C)C
53,Id_53,CN(c1ccc(cc1)C(=O)c1ccc(cc1)N(C)C)C
54,Id_54,Nc1ccc(cc1Cl)c1ccc(c(c1)Cl)N
55,Id_55,CC(=O)OC(c1ccc(o1)[N+](=O)[O-])OC(=O)C
56,Id_56,Oc1ccc(cc1)c1ccccc1
57,Id_57,Nc1ccc(cc1)c1ccc(cc1)N
58,Id_58,Oc1ccc(cc1)c1ccc(cc1)O
59,Id_59,c1ccc(cc1)c1ccc(cc1)c1ccccc1
60,Id_60,Oc1ccc(cc1)C(=O)OCc1ccccc1
61,Id_61,CCCCOC(=O)c1ccc(cc1)O
62,Id_62,S=C(N1CCCCC1)SSC(=S)N1CCCCC1
63,Id_63,CCOc1ccc2c(c1)sc(n2)N
64,Id_64,O=C(c1ccccc1)OCCc1ccccc1
65,Id_65,Nc1ccccc1N
66,Id_66,Clc1ccc(c(c1)N)N
67,Id_67,Cc1ccc(c(c1)N)O
68,Id_68,Cc1cc(ccc1N)N=Nc1ccccc1C
69,Id_69,CN(C(=S)SC(=S)N(C)C)C
70,Id_70,CN(c1ccc(cc1)N)C
71,Id_71,COc1ccc(cc1)Nc1ccc(cc1)OC
72,Id_72,Oc1ccc(cc1)OCc1ccccc1
73,Id_73,O=C(C=Cc1ccccc1)OCCc1ccccc1
74,Id_74,Nc1ccc(cc1)N
75,Id_75,O=CC(Br)(Br)Br
76,Id_76,Nc1ccc2c(c1)C(=O)c1c(C2=O)cccc1
77,Id_77,COc1cc(ccc1N)c1ccc(c(c1)OC)N
78,Id_78,Nc1ccc(cc1C)c1ccc(c(c1)C)N
79,Id_79,O=C(c1ccccc1)CC(=O)c1ccccc1
80,Id_80,Nc1ccc(c(c1)O)C(=O)Oc1ccccc1
81,Id_81,O=C(c1ccccc1N)OCCc1ccccc1
82,Id_82,c1ccc(cc1)Nc1ccc2c(c1)cccc2
83,Id_83,c1ccc(cc1)NN=Nc1ccccc1
84,Id_84,Nc1ccc(c(n1)N)N=Nc1ccccc1.Cl
85,Id_85,CN(C(=S)[S-])C.CN(C(=S)[S-])C.[Zn+2]
86,Id_86,O=Nc1ccc(cc1)N(C)C
87,Id_87,ClCC(=O)c1ccc(cc1)NC(=O)C
88,Id_88,O=Nc1ccc(cc1)Nc1ccccc1
89,Id_89,NNc1nncc2c1cccc2.Cl
90,Id_90,CN(c1ccc(cc1)N=Nc1ccccc1C(=O)O)C
91,Id_91,Cc1ccc(c(c1)N)N
92,Id_92,Clc1ccc(cc1)Nc1ncnc(n1)N
93,Id_93,O=c1cc(oc2c1cccc2)c1ccccc1
94,Id_94,ClCC(=O)c1ccccc1
95,Id_95,Nc1ccc(c(c1)N)N=Nc1ccccc1.Cl
96,Id_96,ClCC(=O)CCl
97,Id_97,Nc1ccc(cc1)N=Nc1ccc(cc1)N
98,Id_98,c1ccc(cc1)[Hg]c1ccccc1
99,Id_99,Oc1ccc2c(c1)C(=O)c1c(C2=O)cccc1
100,Id_100,Nc1ccc(cc1Cl)c1ccc(c(c1)Cl)N.Cl.Cl
101,Id_101,Nc1ccc2c(c1)cc1c(c2)cccc1
102,Id_102,Nc1ccccc1N.Cl.Cl
103,Id_103,Cl[Hg]c1ccc(cc1)O
104,Id_104,[O-]S(=O)(=O)O.CCN(c1ccc(cc1)C(=C1C=CC(=[N+](CC)CC)C=C1)c1ccccc1)CC
105,Id_105,[O-]C(=O)C.[O-]C(=O)C.[Mn+2]
106,Id_106,NC(=NN=C(C=Cc1ccc(o1)[N+](=O)[O-])C=Cc1ccc(o1)[N+](=O)[O-])N
107,Id_107,Clc1cc([N+](=O)[O-])c(c(c1Cl)Cl)Cl
108,Id_108,CCCCCCOC(=O)c1ccc(cc1)O
109,Id_109,COc1ccc(cc1)N=[N+](c1ccc(cc1)OC)[O-]
110,Id_110,N#Cc1c(Cl)c(C#N)c(c(c1Cl)Cl)Cl
111,Id_111,Clc1nc(Cl)c(c(c1Cl)Cl)Cl
112,Id_112,C1CCC(OC1)n1cnc2c1ncnc2NCc1ccccc1
113,Id_113,CCOc1ccc(cc1)N=Nc1ccc(cc1N)N
114,Id_114,Cc1ccc(c(c1)n1nc2c(n1)cccc2)O
115,Id_115,O=c1n(CC2OC2)c(=O)n(c(=O)n1CC1OC1)CC1OC1
116,Id_116,CC[Sn](CC)(CC)Br
117,Id_117,BrC(C#N)Br
118,Id_118,N=C1N=C(c2c1cccc2)N
119,Id_119,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)CO
120,Id_120,S=c1ccccn1[O-].[Na+]
121,Id_121,c1coc(c1)c1nc2c([nH]1)cccc2
122,Id_122,C=CC(=O)OCCOCCOC(=O)C=C
123,Id_123,ClCC(=O)c1ccc(cc1Cl)Cl
124,Id_124,O=C(C1=C(C)OCCS1)Nc1ccccc1
125,Id_125,O=C(C1CCCCC1C(=O)OCC1OC1)OCC1OC1
126,Id_126,Oc1ccc(cc1)Nc1ccc(c(c1)C)N
127,Id_127,N#CSCSC#N
128,Id_128,CCCCCOC(=O)c1ccc(cc1)O
129,Id_129,[Cl-].[Cl-].[Cd+2]
130,Id_130,Oc1c(nc2c(c1Br)cccc2)C1C(=O)c2c(C1=O)cccc2
131,Id_131,C=CC(=O)OCCCCCCOC(=O)C=C
132,Id_132,[S-]c1cccc[n+]1[O-].[S-]c1cccc[n+]1[O-].[Zn+2]
133,Id_133,CCCCc1ccc2c(c1)[nH]c(n2)NC(=O)OC
134,Id_134,CCN(C(=S)[S-])CC.CCN(C(=S)[S-])CC.[Zn+2]
135,Id_135,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)CC
136,Id_136,Clc1cc(N)c(cc1c1cc(Cl)c(cc1Cl)N)Cl
137,Id_137,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C
138,Id_138,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C
139,Id_139,CNC(=O)N(c1nc2c(s1)cccc2)C
140,Id_140,CCCCCCOc1ccc(cc1)O
141,Id_141,COc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)[C@@H](O[C@H]1C[C@H](N)[C@@H]([C@@H](O1)C)O)C[C@](C2)(O)C(=O)C
142,Id_142,N#CSCSc1nc2c(s1)cccc2
143,Id_143,CC(OC(=O)Nc1ccc2c(c1)[nH]c(n2)c1cscn1)C
144,Id_144,COc1ccc2c(c1)sc(n2)NC(=O)Nc1ccccc1
145,Id_145,CNc1cnn(c(=O)c1Cl)c1cccc(c1)C(F)(F)F
146,Id_146,Nc1sc2c(n1)cc(c(c2)C)C
147,Id_147,CCCCCCOc1ccc(cc1)N
148,Id_148,CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+](=O)[O-]
149,Id_149,Nc1ccc(cc1)C(=O)Nc1ccccc1N
150,Id_150,Clc1ccc2-n3c(CN=C(c2c1)c1ccccc1F)cnc3C.Cl
151,Id_151,OS(=O)(=O)O.COc1cc2N(C)[C@@H]3[C@@]4(c2cc1[C@]1(C[C@@H]2CN(CCc5c1[nH]c1c5cccc1)C[C@](C2)(O)CC)C(=O)OC)CCN1[C@H]4[C@@]([C@H]([C@]3(O)C(=O)N)O)(CC)C=CC1
152,Id_152,C=C[C@@]1(C)CC(=O)[C@]2([C@@](O1)(C)[C@@H](OC(=O)C)[C@H]([C@@H]1[C@]2(C)[C@@H](O)CCC1(C)C)O)O
153,Id_153,OCCNCCNc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1O)NCCNCCO.Cl.Cl
154,Id_154,ClC(C1=C(Cl)C(=O)OC1O)Cl
155,Id_155,c1ccc(cc1)CCNc1scc(n1)c1ccccc1
156,Id_156,SCC(=O)OCCOC(=O)CS
157,Id_157,SCCc1cnccn1
158,Id_158,CCCCNC(=O)OCC#CI
159,Id_159,O=C(c1ccccc1N)Oc1ccc2c(c1)cccc2
160,Id_160,CC1COc2c(N1C(=O)C(Cl)Cl)cccc2
161,Id_161,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
162,Id_162,C1OC1COc1ccc(cc1)N(CC1CO1)CC1CO1
163,Id_163,O1CC1COc1ccc(cc1)C(C(c1ccc(cc1)OCC1OC1)c1ccc(cc1)OCC1OC1)c1ccc(cc1)OCC1OC1
164,Id_164,COc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)[C@@H](O[C@H]1C[C@H](N)[C@@H]([C@@H](O1)C)O)C[C@](C2)(O)C(=O)C.Cl
165,Id_165,c1csc(c1)c1ccc(s1)c1cccs1
166,Id_166,Cc1ccc2c(n1)c(O)c(cc2Br)Br
167,Id_167,Clc1ccccc1c1onc(n1)c1ccncc1
168,Id_168,O=C(c1ccccc1O)Oc1ccc(cc1)C(C)(C)C
169,Id_169,O=C(c1ccc2c(c1O)cccc2)Oc1ccccc1
170,Id_170,CNc1ncnc2c1[nH]cn2
171,Id_171,CCOC(=O)CC(=O)CCl
172,Id_172,S=C(N1CCCCC1)SSSSSSC(=S)N1CCCCC1
173,Id_173,C=CC(=O)OCCCCOC(=O)C=C
174,Id_174,CC(c1ccccc1)NNC(=O)c1ccccc1
175,Id_175,O=C1C(=Cc2cccs2)CCCC1=Cc1cccs1
176,Id_176,CCCOc1ccc2c(c1)sc(n2)NC(=O)OC
177,Id_177,NCCCC[C@@H](C(=O)CCl)NS(=O)(=O)c1ccc(cc1)C.Cl
178,Id_178,Clc1ccccc1c1nnc(nn1)c1ccccc1Cl
179,Id_179,C=CC(=O)OCCOC(=O)C=C
180,Id_180,CC(c1ccc2c(c1)c(=O)c1c(s2)cccc1)C
181,Id_181,Nc1ccc(cc1)Oc1ccc(c(c1)N)N
182,Id_182,CCOC(=O)C(=C)C#N
183,Id_183,N#Cc1nc(Cl)c(c(c1Cl)Cl)Cl
184,Id_184,CC(CCOC(=O)c1ccc(cc1)N(C)C)C
185,Id_185,O1CC1CN(c1ccc(cc1)Cc1ccc(cc1)N(CC1OC1)CC1OC1)CC1OC1
186,Id_186,Clc1ncc(cc1Cl)C(Cl)(Cl)Cl
187,Id_187,c1ccc(cc1)C=Cc1ccncc1
188,Id_188,Nc1ccc(cc1C)c1ccc(c(c1)C)N.Cl.Cl
189,Id_189,C=CC(=O)OCC(COC(=O)C=C)(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)CO
190,Id_190,C=CC(=O)OCCOCC(COCCOC(=O)C=C)(COCCOC(=O)C=C)CC
191,Id_191,N#Cc1cc(ccc1OCC(C)C)c1nc(c(s1)C(=O)O)C
192,Id_192,NNCc1ccccc1.Cl.Cl
193,Id_193,NC(=O)N([C@@H]1COc2c1ccc(c2)OCc1ccccc1)O
194,Id_194,CN1CCN(CC1)c1nnc2c(c1)N(C)c1c(O2)cccc1
195,Id_195,O=C(C(c1ccc2c(c1)Cc1c(O2)nc(cc1)C)C)OCC(=O)N(C)C
196,Id_196,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(c1=O)CCOC(=O)C=C
197,Id_197,N=C1N=C(c2c1cc1ccccc1c2)N
198,Id_198,Nc1ccc(cc1)c1nc2c(s1)c(c(cc2)C)S(=O)(=O)O
199,Id_199,CN[C@H]1CCc2c(-c3c1cc(=O)c(cc3)OC)c(OC)c(c(c2)OC)OC
200,Id_200,BrCc1ccc(cc1)C(=O)OC
201,Id_201,CC(C[C@@H](B(O)O)NC(=O)[C@@H](NC(=O)c1cnccn1)Cc1ccccc1)C
202,Id_202,N#CC1=C[C@@]2(C)[C@H](C(C1=O)(C)C)CC[C@@]1(C2=CC(=O)[C@H]2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)OC)C
203,Id_203,C[Hg]Cl
204,Id_204,COC1=CC(=O)C[C@H]([C@@]21Oc1c(C2=O)c(OC)cc(c1Cl)OC)C
205,Id_205,O=C1C=C2[C@@]3(O1)C[C@@H](C=C2)N1[C@@H]3CCCC1
206,Id_206,O=C(c1cc2c([nH]1)cccc2)N[C@H]1N=C(c2ccccc2)c2c(N(C1=O)C)cccc2
207,Id_207,N[C@H]1C[C@@H](O[C@H]([C@H]1O)C)O[C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(O)ccc2)C(=O)C
208,Id_208,OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC.Cl
209,Id_209,CCCCC(=O)OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC
210,Id_210,ClCCN(c1ccc(cc1)C[C@@H](C(=O)O)N)CCCl
211,Id_211,CN(C(=S)[S-])C.CN(C(=S)[S-])C.[Cu+2]
212,Id_212,O[C@H]1[C@@H](N)C[C@@H](O[C@H]1C)O[C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2)C(=O)C.Cl
213,Id_213,N#C/C=C/C#N
214,Id_214,O=C(N1CCCCC1)/C=C/C=C/c1ccc2c(c1)OCO2
215,Id_215,CC(C[C@@H](C(=O)O)NC(=O)OCC1c2ccccc2-c2c1cccc2)C
216,Id_216,C/C(=C\c1ccccc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O
217,Id_217,CCN(CCCC(Nc1c2cc(OC)ccc2nc2c1ccc(c2)Cl)C)CC.Cl.Cl.O.O
218,Id_218,O=C/C(=C(\C(=O)O)/Cl)/Cl
219,Id_219,C=CC(=O)OCC(OCC(OCC(OC(=O)C=C)C)C)C
220,Id_220,COc1cc(/C=C/c2ccccc2)oc(=O)c1
221,Id_221,COc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)O
222,Id_222,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O
223,Id_223,CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)/C[C@@H]2O[C@@]1(O)C(C)(C)/C=C/[C@@H]1O[C@@H](C/C(=C/C(=O)OC)/C1)C[C@]1(O)O[C@H](C[C@H](CC(=O)O[C@H](C2)[C@H](O)C)O)C[C@@H](C1(C)C)OC(=O)C
224,Id_224,O[C@@H]1CC(=C(C(C1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(C)C[C@H](CC1(C)C)O)\C)\C)/C)/C)C
225,Id_225,COc1ccc(cc1)/C=C/c1cc(OC)cc(=O)o1
226,Id_226,Oc1ccc2c(c1)oc(=O)c1c2oc2c1ccc(c2)O
227,Id_227,COc1cc(/C=C/C(=O)O[C@H]2CC[C@]34[C@H](C2(C)C)CC[C@@H]2[C@@]4(C3)CC[C@]3([C@@]2(C)CC[C@@H]3[C@@H](CCC=C(C)C)C)C)ccc1O
228,Id_228,COc1cc(/C=C/C(=O)Nc2ccccc2C(=O)O)ccc1OC
229,Id_229,[Cl-].[Cl-].[Hg+2]
230,Id_230,[O-][N+](=O)/C=C/c1ccccc1
231,Id_231,CCCCN(C(=S)[S-])CCCC.CCCCN(C(=S)[S-])CCCC.[Zn+2]
232,Id_232,O=C1C=CC(=NNc2ccccc2)C=C1
233,Id_233,COc1ccc(cc1)C(=O)/C(=C\C(=O)O)/Br
234,Id_234,CCOC(=O)C1=C(CBr)N(C)C(=O)NC1c1ccccc1O
235,Id_235,O=C(c1ccccc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
236,Id_236,OS(=O)(=O)O.COc1cc2N(C)[C@@H]3[C@@]4(c2cc1[C@]1(C[C@H]2CN(CCc5c1[nH]c1c5cccc1)C[C@](C2)(O)CC)C(=O)OC)CCN1[C@H]4[C@@]([C@H]([C@]3(O)C(=O)OC)OC(=O)C)(CC)C=CC1
237,Id_237,CC[C@@H](COC(=O)/C=C/c1ccc(cc1)N=Cc1ccc(cc1)OC)C
238,Id_238,OC[C@@H]1C=C[C@H](C1)n1cnc2c1nc(N)nc2NC1CC1
239,Id_239,COc1cc2sc(nc2cc1Cl)NC(=S)NC(=O)c1ccc(o1)c1cccc(c1)[N+](=O)[O-]
240,Id_240,c1ccc(cc1)[Sn](c1ccccc1)c1ccccc1.O
241,Id_241,CNC(=O)c1ccccc1Sc1ccc2c(c1)[nH]nc2/C=C/c1ccccn1
242,Id_242,[O-]C(=O)C.[O-]C(=O)C.[Cd+2].O.O
243,Id_243,OC[C@H]1O[C@@H](O[C@@H]2C[C@@H]3CC[C@@H]4[C@@H]([C@]3(C[C@H]2O)C)CC[C@]2([C@H]4[C@H](O)[C@H]3[C@@H]2[C@@H]([C@]2(O3)CC[C@H](CO2)C)C)C)[C@@H]([C@H]([C@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)O)O
244,Id_244,O=C1OC(=O)[C@@]2([C@@]1(C)C1CCC2O1)C
245,Id_245,O/N=C(/c1ccc(cc1)OCC(=O)N1CCCCC1)\C
246,Id_246,N#Cc1c(SCC(=O)c2cccs2)nc(cc1c1ccc(cc1)Br)c1cccs1
247,Id_247,O=CNCc1ccc(c2c1sc1ccc(cc1c2=O)OC)NCCN(CC)CC
248,Id_248,Fc1ccc(cc1)C1(O)CCN(CC1)[C@@H]1COc2c([C@@H]1O)ccc(c2)O
249,Id_249,O=C(c1cc2c([nH]1)cccc2)N[C@@H]1N=C(c2ccccc2F)c2c3N(C1=O)CCc3ccc2
250,Id_250,OC(=O)c1cccnc1Nc1c(C)cccc1C
251,Id_251,Clc1ccc(c(c1)Cl)NC(=O)C1(CC1)C(=O)O
252,Id_252,Fc1ccccc1c1onc(n1)c1cccc(c1)C(=O)O
253,Id_253,OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O[C@@H]2CCCCO2)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC
254,Id_254,[O-][N+](=O)O.[O-][N+](=O)O.[Cd]
255,Id_255,CC(C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[C@@]1(C)CO1)CC(C)C)Cc1ccccc1)NC(=O)[C@@H](NC(=O)CN1CCOCC1)CCc1ccccc1)C
256,Id_256,Fc1ccc(c(c1)Br)C(=O)NS(=O)(=O)/C=C/c1cccs1
257,Id_257,OC(C(C(=O)O)O)C(=O)O.OC(C(C(=O)O)O)C(=O)O.CCC1=C[C@@H]2CN(C1)Cc1c3ccccc3[nH]c1[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N([C@@H]1[C@@]32CCN2[C@H]3[C@@](CC)(C=CC2)[C@H]([C@]1(O)C(=O)OC)OC(=O)C)C
258,Id_258,COc1cc(cc(c1OP(=O)(O)O)OC)[C@H]1[C@H]2C(=O)OCC2C(c2c1cc1OCOc1c2)O[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H]([C@H]1O)O)C
259,Id_259,OB(O[Hg]c1ccccc1)O
260,Id_260,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+]
261,Id_261,[O-]C(=O)CCSC(c1cccc(c1)/C=C/c1ccc2c(n1)cc(cc2)Cl)SCCC(=O)N(C)C.[Na+]
262,Id_262,O=C(NC1CCC(CC1)CCN1CCc2c(CC1)ccc(c2)c1noc(n1)C)/C=C/c1ccc(cc1)F.Cl
263,Id_263,[O-]C(=O)CC1(CS[C@@H](c2cccc(c2)/C=C/c2ccc3c(n2)cc(cc3)Cl)CCc2ccccc2C(O)(C)C)CC1.[Na+]
264,Id_264,COc1ccc(cc1)C(=O)/C(=C\C(=O)[O-])/Br.[Na+]
265,Id_265,Fc1ccc(c(c1)Cl)C(=O)[N-]S(=O)(=O)/C=C/c1ccccc1.[Na+]
266,Id_266,O=C(Nc1cc(nn1c1cc(C)cc(c1)C)C(C)(C)C)Nc1ccc(cc1)Oc1ccnc(c1)C(=O)N
267,Id_267,COc1cc(ccc1Nc1ncc2c(n1)N(CC(C(=O)N2C)(F)F)C1CCCC1)C(=O)NC1CCN(CC1)C
268,Id_268,CCCSc1cc(OC)c(cc1OC)CCN.Cl
269,Id_269,CN1CCC(CC1)Nc1ncc2c(n1)c(ncn2)Nc1ccc(c(c1)Cl)F.Cl.Cl
270,Id_270,C/C=C/1\NC(=O)[C@H]2CSSCC/C=C/[C@@H](OC(=O)C(NC1=O)C(C)C)CC(=O)N[C@@H](C(=O)N2)C(C)C
271,Id_271,COc1ccc(cc1)/C=C/S(=O)(=O)[N-]C(=O)c1ccc(cc1Cl)C.[Na+]
272,Id_272,Oc1ccccc1O
273,Id_273,O=C1C2(Cl)C3(C4(C1(Cl)C1(C2(C3(Cl)C(C41Cl)(Cl)Cl)Cl)Cl)Cl)Cl
274,Id_274,OC(=O)c1cc(O)c2c(c1O)cccc2
275,Id_275,Oc1ccc(cc1)O
276,Id_276,Oc1c(O)cccc1O
277,Id_277,c1ccc2c(n1)c1ncccc1cc2
278,Id_278,Cl[Hg]c1ccc(cc1)C(=O)O
279,Id_279,CCCCCCCCCc1ccc(cc1)O
280,Id_280,Oc1cccc2c1nccc2
281,Id_281,CCOCN(c1c(C)cccc1CC)C(=O)CCl
282,Id_282,O=C(c1ccc2c(c1)C(C)(C)CCC2(C)C)Nc1ccc(cc1)C(=O)O
283,Id_283,CCCCc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)OCCN(CC)CC)cccc2
284,Id_284,CC(c1ccc(cc1)OCC1OC1)(c1ccc(cc1)OCC1OC1)C
285,Id_285,CNC(=O)Oc1cccc2c1OC(O2)(C)C
286,Id_286,CCOc1nc2c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c(ccc2)C(=O)OC(OC(=O)OC1CCCCC1)C
287,Id_287,CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC
288,Id_288,Cl[Pt+2]Cl.[NH2-].[NH2-]
289,Id_289,Ic1cc(Cl)c2c(c1O)nccc2
290,Id_290,Clc1ccccc1C(n1cncc1)(c1ccccc1)c1ccccc1
291,Id_291,Clc1ccc(c2c1cccn2)O
292,Id_292,ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl
293,Id_293,ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)(Cl)Cl
294,Id_294,O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl
295,Id_295,O=C1OC2(c3c1cccc3)c1cc(I)c(c(c1Oc1c2cc(I)c(c1I)O)I)O
296,Id_296,CCOc1ccccc1C(=O)N
297,Id_297,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
298,Id_298,ClC1C=CC2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl
299,Id_299,CCCCC(CN1CN(CC(CCCC)CC)CC(C1)(C)N)CC
300,Id_300,OCCCCCCCCCCC1=C(C)C(=O)C(=C(C1=O)OC)OC
301,Id_301,Ic1cc(I)c2c(c1O)nccc2
302,Id_302,CC(O)C
303,Id_303,O=C(Nc1c(C)cccc1C)CN1CCN(CC1)CCCC(c1ccc(cc1)F)c1ccc(cc1)F
